address,district,area,bedrooms,garage,type,rent,total
Rua Marie Nader Calfat,Jardim Ampliação,72,2,2,Apartamento,3200,4773
Rua das Baunilhas,Vila Lúcia,69,2,1,Apartamento,1495,2452
Rua Capote Valente,Pinheiros,52,1,1,Apartamento,3900,5879
Rua Azevedo Marques,Santa Cecília,53,1,1,Apartamento,2500,3596
Rua Estônia,Parque das Nações,40,2,1,Apartamento,1700,1971
Avenida Voluntários da Pátria,Tucuruvi,42,1,2,Apartamento,2065,3068
Rua Lacondê,Jardim Europa,70,1,0,Casa,8750,9568
Rua Vergueiro,Vila Mariana,28,1,1,Apartamento,3700,4148
Rua das Baunilhas,Vila Lúcia,57,2,1,Apartamento,1400,2404
Praça Santa Therezinha,Vila Azevedo,68,3,1,Apartamento,2850,3901
Rua Manoel Dutra,Bela Vista,22,1,0,Studio e kitnet,1800,2009
Rua Ventura Ladalardo,Jardim Fonte do Morumbi,70,1,1,Apartamento,4250,5564
Rua Antônio Simplício,Parque Ramos Freitas,50,2,0,Casa,1300,1377
Rua Vieira de Morais,Campo Belo,52,1,1,Studio e kitnet,4000,5149
Rua Cesar Vallejo,Real Parque,180,3,3,Apartamento,8000,11790
Rua Conselheiro Brotero,Santa Cecilia,100,2,1,Apartamento,5500,6874
Rua Voluntários da Pátria,Santana,132,3,1,Apartamento,3519,4849
Rua Santa Izabel,Vila Augusta,55,2,1,Studio e kitnet,2410,3053
Rua Tuiucuê,Jardim da Saúde,135,3,3,Apartamento,3500,5688
Avenida Fortaleza da Conceição,Vila Costa Melo,43,2,0,Apartamento,1700,1933
Rua Taciba,Vila Babilonia,30,1,0,Apartamento,1100,1172
Rua Doutor Antônio Bento,Santo Amaro,106,3,2,Apartamento,7000,8572
Avenida Jaguaré,Jaguaré,75,2,1,Apartamento,1720,2236
Rua Ascencional,Vila Andrade,64,2,2,Apartamento,2235,3146
Avenida Ipiranga,República,37,2,0,Apartamento,1600,2228
Rua Amaral Gurgel,Vila Buarque,25,1,0,Apartamento,2230,2831
Rua Coronel Melo de Oliveira,Pompeia,76,2,2,Apartamento,4400,5661
Rua Coronel Marques,Chácara Califórnia,86,3,1,Apartamento,2300,3549
Avenida Martins Júnior,Jardim Bela Vista,63,3,1,Apartamento,2600,3276
Avenida Jabaquara,Mirandópolis,44,2,2,Apartamento,3200,4548
Avenida Doutor Assis Ribeiro,Jardim Danfer,50,2,1,Apartamento,2820,3409
Avenida Santo Amaro,Brooklin Paulista,34,1,1,Studio e kitnet,3900,4850
Avenida Professor Ascendino Reis,Indianópolis,25,1,0,Apartamento,3600,4239
Rua Cabo João Teruel Fregoni,Ponte Grande,46,2,1,Apartamento,2200,2856
Rua Carmo do Rio Verde,Jardim Caravelas,91,3,2,Apartamento,5500,6729
Avenida Rouxinol,Moema,53,1,1,Studio e kitnet,2300,3961
Rua Paracuê,Sumaré,215,3,4,Apartamento,10800,17240
Rua Teodoro Sampaio,Pinheiros,60,2,1,Apartamento,3900,6176
Rua Artur,Imirim,89,3,3,Apartamento,2553,4043
Avenida Condessa Elizabeth de Robiano,Penha de França,39,2,1,Apartamento,3040,3617
Rua Olímpia de Almeida Prado,Santa Cecília,33,1,1,Studio e kitnet,2900,3636
Rua Cipriano Barata,Ipiranga,89,3,2,Apartamento,4140,5885
Rua Barroso Neto,Vila Indiana,65,2,1,Apartamento,2400,3787
Rua José Acioli,Vila Guarani(zona Leste),45,1,1,Casa,1000,1042
Rua Doutor Fontes de Resende,Vila Dalila,43,2,0,Apartamento,1700,1916
Rua Ministro Godói,Perdizes,28,1,0,Apartamento,2400,2948
Rua Turiassú,Perdizes,84,2,2,Apartamento,8075,9655
Rua Tucuna,Pompeia,127,2,1,Apartamento,3200,4672
Rua Lagoa Panema,Vila Guilherme,60,3,2,Apartamento,6500,7746
Rua Santa Justina,Vila Olímpia,80,2,1,Apartamento,3500,5306
Rua Eugênia S Vitale,Taboão,30,1,0,Studio e kitnet,500,594
Rua Doutor Melo Alves,Cerqueira César,27,1,1,Studio e kitnet,5250,5452
Rua João Pais,Santo Amaro,121,2,2,Apartamento,7100,8920
Rua Padre Manuel Bernardes,Vila Nova Manchester,45,2,1,Apartamento,1310,2602
Alameda Santos,Jardim Paulista,100,3,1,Apartamento,3400,5794
Rua Ministro Godói,Perdizes,23,1,0,Apartamento,2700,3297
Rua José Ramon Urtiza,Vila Andrade,80,3,2,Apartamento,3500,5389
Praça Américo Jacomino,Sumarezinho,27,1,0,Studio e kitnet,3488,4123
Rua José da Silva Ribeiro,Vila Andrade,83,2,2,Apartamento,2900,4512
Rua Lacedemônia,Jardim Brasil (zona Sul),90,3,2,Apartamento,2920,4367
Rua Machado Bittencourt,Vila Clementino,86,2,1,Apartamento,2500,4102
Rua Joaquim Floriano,Itaim Bibi,107,2,0,Apartamento,13900,15530
"Moema, São Paulo - Sp, 04524-000, Brasil",Moema,170,3,2,Apartamento,15000,17980
Rua Bagé,Vila Mariana,140,4,3,Apartamento,8900,12030
Rua Almansa,Vila Andrade,105,2,3,Apartamento,7800,9965
Rua Abílio Soares,Paraíso,155,2,1,Apartamento,15000,17900
Rua Frei Duarte Jorge de Mendonça,Vila Andrade,119,3,2,Apartamento,2200,4069
Rua Purpurina,Sumarezinho,35,1,1,Apartamento,4690,6229
Rua Senador César Lacerda Vergueiro,Sumarezinho,101,2,2,Apartamento,12000,13480
Avenida Giovanni Gronchi,Vila Andrade,91,3,2,Apartamento,2600,4487
Rua Francisco Tapajós,Vila Santo Estéfano,60,2,1,Apartamento,1800,3564
Rua José Antônio Fontes,Vila Tolstoi,40,1,0,Apartamento,950,1057
Rua Brás Cardoso,Vila Nova Conceição,43,1,1,Apartamento,2900,5282
Rua Nhu-guaçu,Nova Piraju,60,2,1,Apartamento,7500,9157
Rua Peixoto Gomide,Jardim Paulista,31,1,1,Apartamento,2560,4669
Avenida Arruda Botelho,Alto de Pinheiros,120,3,2,Apartamento,7500,10870
Rua Baguassu,Vila Regente Feijó,120,3,2,Casa,2900,3023
Rua da Consolação,Cerqueira César,27,1,1,Apartamento,2500,3988
Rua Euclides Pacheco,Vila Gomes Cardim,110,2,0,Casa,2400,2636
Rua Kansas,Brooklin,84,2,2,Apartamento,11000,13440
Rua Haddock Lobo,Cerqueira César,41,1,1,Apartamento,15000,17930
Rua Caetanópolis,Jaguaré,40,1,0,Casa,1418,1471
Alameda Lorena,Jardim Paulista,32,1,1,Studio e kitnet,3200,5502
Rua dos Pinheiros,Pinheiros,105,2,0,Apartamento,4950,5396
Rua Cipriano Barata,Ipiranga,64,2,0,Apartamento,2100,2783
Rua Santana de Cataguáses,Jardim Peri,105,2,0,Casa,1750,1848
Alameda Barão de Limeira,Campos Elíseos,37,1,0,Studio e kitnet,1200,1722
Rua Barata Ribeiro,Bela Vista,55,2,1,Apartamento,2900,3835
Rua Tito,Vila Romana,116,3,3,Apartamento,6200,7922
Dr Djalma Pinheiro Frranco,Vila Mascote,86,2,2,Apartamento,2900,4216
Rua Itaiteva,Jardim Ampliação,140,3,2,Apartamento,2400,4498
Rua Otávio Marques,Vila Eldízia,240,3,2,Casa,3420,3610
Rua Ivaí,Tatuapé,70,3,0,Casa,1648,1918
Rua Glicério,Liberdade,46,2,1,Apartamento,2200,2934
Rua Padre Raposo,Mooca,75,1,0,Apartamento,1800,2239
Rua São Jorge,Parque São Jorge,63,2,0,Apartamento,3000,3116
Rua Augusto José Pereira,Jardim Maristela,80,1,2,Casa,1100,1194
Rua Corrientes,Jardim Peri,70,2,0,Apartamento,2500,2699
Rua Ouvidor Portugal,Vila Monumento,96,2,0,Apartamento,2800,3193
Rua Guadalupe,Parque das Nações,60,2,1,Apartamento,1500,1638
Rua Visconde de Parnaíba,Mooca,28,1,0,Studio e kitnet,1450,1716
Rua Nova Fátima,Jardim Santa Bárbara,75,1,1,Casa,1050,1145
Rua Caetano Pinto,Brás,25,1,0,Apartamento,1012,1267
Rua Luís Filipe Alberti,Jardim Maringá,55,2,1,Apartamento,1400,1925
Rua Potá,Vila Formosa,200,3,3,Casa,3675,3831
Rua Maria Angélica Franci,Vila Franci,204,3,5,Casa,3200,3623
Rua Itaperima,Vila Graciosa,180,3,2,Casa,2480,2586
Rua Sebastião Gonçalves Silva,Casa Verde,65,1,1,Casa,1500,1647
Rua Major Freire,Vila Monte Alegre,70,2,1,Apartamento,2370,3436
Rua São Gabriel da Palha,Jardim Silvia,64,2,1,Apartamento,1400,1488
Rua Frei Mont’alverne,Vila Aricanduva,47,2,0,Apartamento,1799,1946
Rua Monte Alto,Cidade Mãe do Céu,110,2,0,Casa,2150,2317
Rua Itapegica,Gopoúva,130,2,1,Casa,2500,2640
Rua Arthur Baptistucci,Vila Santo Estéfano,95,2,0,Casa,1250,1428
Rua Professor Demóstenes Batista Figueira Marques,Cambuci,79,3,1,Apartamento,2050,2479
Rua Dráusio,Butantã,28,0,0,Studio e kitnet,2600,3064
Rua Itapira,Jardim Maria Aparecida,110,2,1,Casa,1500,1563
Rua Cláudio Mendonça,Parque Jabaquara,178,3,2,Casa,2950,3297
Rua Astorga,Vila Guilhermina,65,1,0,Casa,1500,1723
Rua Caramuru,Saúde,229,3,2,Casa,3850,4428
Avenida Nossa Senhora de Fátima,Vila Fátima,93,2,2,Casa,2500,2665
Rua Vitória,Santa Efigênia,78,1,0,Apartamento,1100,1579
Rua Juruá,Canindé,69,2,0,Apartamento,2000,2457
Rua Abolição,Bela Vista,37,1,0,Studio e kitnet,1700,1766
Rua Cerro Corá,Vila Romana,79,2,0,Apartamento,2020,2318
Avenida Sapopemba,Jardim Planalto,28,1,0,Apartamento,1050,1411
Rua Assano,Jardim Japão,65,1,0,Casa em condomínio,880,967
Rua Alcântara Machado,Jardim Utinga,101,2,2,Apartamento,2450,2666
Rua Antônio André Rodrigues,Chácara Mafalda,50,1,0,Casa,1200,1287
Rua Barão de Jaguara,Cambuci,35,2,0,Apartamento,1500,1908
Avenida Israel Fonseca,Vila Fátima,110,3,0,Casa em condomínio,1510,1599
Rua Francisco Borges,Bom Retiro,69,1,0,Apartamento,1650,2020
Rua Doná Emma,Vila Fiuza,54,1,0,Casa,1070,1135
Rua Antônio Marcondes,Vila Dom Pedro I,37,1,0,Studio e kitnet,2600,3284
Rua Valentim Bitolo,Rudge Ramos,140,2,2,Casa,2500,2779
Rua Lavradio,Barra Funda,32,1,0,Studio e kitnet,1700,1766
Rua Giacomo Cozarelli,Vila Santa Teresa (zona Sul),48,2,1,Apartamento,1129,1523
Avenida São João,Centro Histórico de São Paulo,54,1,0,Apartamento,1300,1670
Rua Paraíba do Sul,Vila Rosália,104,3,1,Casa,2000,2160
Rua Montesina,Vila Celeste,130,3,0,Casa,1890,2191
Avenida Duque de Caxias,Campos Elíseos,37,1,0,Studio e kitnet,1380,1433
Rua Urbano da Silva,Vila Jaguara,39,1,0,Apartamento,1350,1610
Avenida Ceci,Planalto Paulista,120,3,2,Casa,4284,4730
Rua Engenheiro Dolabela,Jardim Bandeirantes (zona Norte),112,2,1,Casa,1700,1773
Rua Conselheiro Moreira de Barros,Santana,60,2,1,Apartamento,1800,2582
Rua Mandioré,Vila Formosa,53,1,0,Casa,1050,1162
Rua Basílio Alves Morango,Jardim Brasil (zona Norte),50,2,0,Apartamento,1260,1343
Rua Nelson Gama de Oliveira,Vila Andrade,54,1,1,Apartamento,3000,3755
Rua Pinheiro Preto,Jardim Santa Cecília,125,2,0,Casa,1700,1833
Rua Willis Roberto Banks,Parque Maria Domitila,52,2,1,Apartamento,1575,2331
Rua Antônio Lôbo,Penha de França,87,2,0,Apartamento,2200,2583
Rua Cesario Ramalho,Cambuci,80,2,0,Apartamento,2193,2577
Rua Dona Antônia de Queirós,Higienópolis ,126,2,0,Apartamento,3340,3469
Rua Augusto de Mendonça,Vila Dalila,60,2,1,Apartamento,1410,1551
Rua Schilling,Vila Leopoldina,40,1,1,Apartamento,2950,3791
Rua Paracatu,Parque Imperial,70,2,0,Apartamento,1855,2292
Alameda dos Tupiniquins,Indianópolis,65,2,1,Apartamento,3050,4171
Avenida do Oratório,Jardim Ângela (zona Leste),60,2,1,Apartamento,1300,1650
Avenida Guilherme Giorgi,Vila Carrao,65,1,0,Casa,1100,1147
Rua João de Laet,Vila Aurora (zona Norte),60,2,2,Apartamento,1800,2420
Rua Israelândia,Jardim Santa Monica,50,1,0,Casa,1500,1525
Rua Alberto Arnoldi,Jardim Paraíso,52,1,0,Casa,1020,1063
Avenida Jardim Japão,Jardim Brasil,55,2,0,Apartamento,1150,1194
Rua Manuel Simões de Medeiros,Vila Paulo Silas,125,2,4,Casa,2670,2782
Avenida Professor Luiz Ignácio Anhaia Mello,Vila Prudente,59,2,1,Apartamento,3100,4019
Rua Iguaré,Tatuapé,60,2,1,Apartamento,1519,2083
Rua Cardeal Arcoverde,Pinheiros,100,2,0,Apartamento,3000,3116
Rua dos Jacintos,Mirandópolis,119,2,0,Casa,3010,3471
Rua Dois de Julho,Ipiranga,49,1,1,Apartamento,3200,4052
Rua Silva Bueno,Ipiranga,60,1,0,Apartamento,1280,1865
Rua Doutor Olavo Egídio,Santana,60,2,1,Apartamento,3500,4463
Rua Rubiaceia,Vila Lucinda,52,2,1,Apartamento,1670,1912
Rua Martim Burchard,Brás,45,1,0,Apartamento,3000,3556
Rua Arroio Grande,Sacoma,75,3,2,Casa,2163,2468
Rua Primeira Cruz,Parque Independencia,250,3,1,Casa,2150,2403
Rua Amadis,Ipiranga,35,1,0,Apartamento,1600,1621
Avenida Marginal,Vila Cristália,42,2,0,Apartamento,1500,1573
Rua Daniel José Pereira,Rio Pequeno,120,3,2,Casa,3600,3822
Rua Sílvio de Sousa,Vila Santa Clara,45,2,0,Apartamento,1650,1900
Avenida Nova Cantareira,Tucuruvi,81,2,0,Apartamento,1100,1676
Rua Reboujo,Chácara Santo Antônio (zona Leste),35,1,0,Casa,1100,1197
Rua Ribeirópolis,Vila Independência,48,2,1,Apartamento,1950,2509
Rua Miragaia,Paulicéia,179,3,2,Casa,2700,2934
Avenida Túlio Teodoro de Campos,Vila Paulista,57,3,1,Apartamento,2255,2724
Rua Luciano Broinizzi,Vila Isolina Mazzei,46,1,0,Apartamento,1000,1368
Rua Major Dantas Cortes,Vila Gustavo,35,1,0,Apartamento,1200,1297
Rua Antônio Cardoso Franco,Casa Branca,59,2,1,Apartamento,2100,2559
Rua Paim,Bela Vista,35,1,0,Apartamento,3100,3526
Rua Chamantá,Vila Prudente,150,2,2,Casa,4750,5058
Avenida Leonardo da Vinci,Vila Guarani (z Sul),96,3,1,Apartamento,2750,3872
Rua Soldado José Fernandes da Silva,Vila Rosália,120,3,3,Casa,2340,2599
Avenida Madame Curie,Jardim Dourado,70,2,1,Apartamento,1282,1684
Rua Professor Antônio Filgueiras de Lima,Rio Pequeno,35,1,0,Studio e kitnet,1000,1013
Rua Francisca Miquelina,Bela Vista,44,1,0,Studio e kitnet,2200,3279
Rua Sampson,Brás,25,1,0,Studio e kitnet,800,1086
Rua Belo Horizonte,Jardim Brasília (zona Norte),46,1,0,Apartamento,1286,1362
Rua Hugo D'antola,Lapa,64,2,1,Apartamento,1700,2343
Rua Padre Caresia,Jaguaré,70,2,1,Apartamento,1800,2113
Rua Aurélia,Vila Romana,40,1,0,Casa,1450,1588
Avenida Túlio Teodoro de Campos,Vila Paulista,35,1,1,Apartamento,2290,2702
Rua Antônio Júlio dos Santos,Fazenda Morumbi,61,2,1,Apartamento,2400,3003
Rua Frei Caneca,Consolação,48,1,1,Apartamento,2000,2617
Rua José Bonifácio,Vila Renata,58,2,2,Apartamento,2100,2964
Rua Santa Lúcia,Cidade Mãe do Céu,15,1,0,Studio e kitnet,800,1061
Rua Soldado Thomás Antônio Machado,Vila Esplanada,87,3,1,Casa,1800,2016
Rua José Lopes Dias,Jardim São Luís,146,3,2,Casa,2650,2846
Rua Bueno de Andrade,Aclimação,60,2,1,Apartamento,2500,3538
Rua Debret,Vila São José,50,1,0,Studio e kitnet,1800,2289
Avenida Rangel Pestana,Brás,36,1,0,Apartamento,1500,1958
Rua Potsdam,Vila Hamburguesa,50,1,0,Casa,1600,2018
Rua Nanau,Água Fria,150,3,1,Casa,3350,3526
Rua Coronel Gustavo Santiago,Vila Zilda,32,1,0,Studio e kitnet,2080,2460
Rua Dom Bernardo Nogueira,Vila Gumercindo,69,3,1,Apartamento,2700,3843
Avenida Lins de Vasconcelos,Cambuci,130,3,1,Casa,3600,4028
Travessa Barra do Barão,Jardim Filhos da Terra,95,3,0,Casa,1100,1147
Rua Sava,Vila Moinho Velho,115,3,3,Casa em condomínio,10000,10630
Rua Mercedes Salano Castineiras,Jardim Patente Novo,58,2,1,Apartamento,1765,2459
Rua Soror Angélica,Vila Ester (zona Norte),50,1,0,Apartamento,1990,2244
Rua Antônio Ribeiro Macedo,Vila Bancária,11,2,1,Apartamento,1200,1286
Avenida Onze de Junho,Vila Clementino,42,1,0,Apartamento,2950,3422
Avenida Marcondes de Brito,Chácara Seis de Outubro,38,2,0,Apartamento,1350,1647
Rua São José de Arimatéia,Jardim Vila Formosa,99,2,3,Casa,2500,2606
Rua Inácio,Vila Prudente,80,2,2,Casa,4500,4575
Rua Bacada,Vila Medeiros,54,2,0,Casa,1224,1333
Rua Sagrado Coração de Jesus,Jardim Iracema,52,2,1,Apartamento,1202,1412
Avenida Patente,Jardim Patente,50,1,0,Apartamento,1200,1386
Rua Caetano Pinto,Brás,45,1,0,Apartamento,1750,2144
Avenida Interlagos,Jardim Marajoara,60,2,1,Apartamento,2200,2990
Rua Major Sertório,Vila Buarque,33,1,0,Studio e kitnet,1700,2226
Rua Sepetiba,Siciliano,37,1,0,Casa,2400,2702
Rua João Fernandes Camisa Nova Júnior,Jardim São Luís,150,3,1,Casa,3000,3274
Rua Quinze de Setembro,Saúde,75,3,1,Apartamento,3000,4415
Rua Bacaetava,Vila Gertrudes,90,3,1,Apartamento,3758,4991
Rua Cônego José Norberto,Jardim da Saúde,46,1,0,Casa,900,983
Rua General Chagas Santos,Vila da Saúde,59,2,1,Apartamento,4000,4404
Avenida General Valdomiro de Lima,Jabaquara,34,1,1,Apartamento,2500,2946
Rua Alcides Alves,Casa Verde Alta,34,1,0,Casa,890,969
Rua José Gonçalves Gomide,Vila Guilherme,35,1,0,Studio e kitnet,750,959
Rua Antonieta de Morais,Vila Matilde,57,2,1,Apartamento,1700,2536
Rua Amadis,Ipiranga,33,1,0,Apartamento,1600,1621
Avenida Nossa Senhora da Assunção,Vila Butantã,25,1,0,Casa,1100,1147
Rua Barão de Jaguara,Cambuci,54,1,1,Apartamento,2800,3654
Rua Rio Claro,Vila Camilópolis,90,2,2,Casa,2180,2280
Avenida Braz Leme,Santana,69,2,0,Apartamento,2600,3109
Rua Doutor Alfredo de Castro,Barra Funda,59,2,1,Apartamento,3300,4224
Rua Timor,Parque Oratório,51,2,1,Apartamento,1900,2136
Avenida Nove de Julho,Bela Vista,35,1,0,Apartamento,1190,1681
Rua Dante Pellacani,Vila Regente Feijó,76,3,0,Casa,2777,2894
Rua Nicola Sabatino,Conjunto Habitacional Teotonio Vilela,135,3,1,Casa,2250,2346
Rua Santa Izabel,Vila Augusta,50,2,1,Apartamento,1800,2254
Rua Dragões da Independência,Tucuruvi,50,1,0,Casa,1200,1254
Rua Vicente de Souza Barros,Chácara Cruzeiro do Sul,50,2,1,Apartamento,1200,2031
Rua Visconde Parnaíba,Brás,45,1,1,Apartamento,2200,2831
Rua Alexandrino da Silveira Bueno,Cambuci,40,2,0,Casa,2370,2871
Rua João Antônio de Oliveira,Mooca,82,2,2,Apartamento,4200,5570
Rua Indiapora,Vila América,29,1,0,Casa,630,730
Avenida Jardim Japão,Jardim Brasil,60,2,0,Apartamento,1150,1194
Rua Bernardino Vergueiro,Jardim Jaú (zona Leste),50,2,1,Apartamento,1800,2212
Rua das Rosas,Mirandópolis,150,3,2,Casa,6000,6735
Avenida Maestro Villa-lobos,Vila Gustavo,80,2,0,Casa,1300,1475
Rua Major Diogo,Bela Vista,27,1,0,Apartamento,1200,1588
Rua João Teixeira de Barros,Vila Constança,110,3,2,Apartamento,3200,4437
Rua Casa do Ator,Vila Olímpia,150,2,2,Casa,5900,7040
Avenida Varsóvia,Vila Metalurgica,50,2,1,Apartamento,4000,4463
Avenida Jardim Japão,Jardim Brasil,50,2,0,Apartamento,1150,1194
Avenida Fim de Semana,Jardim Casablanca,55,2,1,Apartamento,2240,2827
Rua Quixere,Vila Mazzei,120,3,2,Casa,3300,3519
Rua João Baldinato,Vila Suzana,70,1,1,Apartamento,3100,4273
Rua Almirante Noronha,Jardim São Paulo(zona Norte),80,2,1,Apartamento,1700,2232
Alameda Barros,Santa Cecília,53,1,1,Apartamento,2038,2656
Rua Cézar Pierangeli,Rudge Ramos,50,1,1,Apartamento,2700,3291
Rua Doutor Fábio Montenegro,Vila Guilhermina,36,1,0,Apartamento,1650,2023
Rua Adolfo Schnabel,Vila Ema,48,2,0,Apartamento,1655,1998
Rua Edmundo Xavier,Chácara Santo Antônio (zona Leste),32,1,0,Apartamento,1450,1708
Rua Carlos Magalhães,Parque Reboucas,40,2,1,Apartamento,1940,2615
Rua Bento Freitas,Vila Buarque,37,1,1,Studio e kitnet,2910,3602
Rua Amaral Gurgel,Centro,92,2,1,Apartamento,2300,3426
Praça da República,República,32,1,0,Apartamento,4350,4406
Rua Catuípe,Cidade Brasil,70,3,1,Casa,2000,2111
Rua Tapuitinga,Vila Mafra,230,4,4,Casa,4950,5745
Rua João Alfredo,Santo Amaro,38,2,0,Apartamento,2100,2547
Rua Monsenhor Magaldi,Jardim Promissão,110,4,1,Casa,2207,3221
Rua Doutor César,Santana,55,2,0,Apartamento,2000,2716
Rua José Pedro Zanardi,Vila Hulda,80,3,0,Apartamento,1300,1700
Avenida Conceição,Jardim Japão,40,1,0,Casa,1140,1188
Rua Mére Marie Anais de Sion,Vila Cachoeira,56,3,1,Apartamento,2000,2655
Rua Henrique Bernardelli,Santana,46,1,0,Apartamento,1800,2194
Avenida Duque de Caxias,Campos Elíseos,50,1,0,Apartamento,2482,3298
Rua Dom Vilares,Vila das Merces,28,1,1,Casa,890,1098
Rua Alferes Frazão,Chácara Califórnia,42,2,0,Apartamento,1400,1992
Rua Doutor Francisco José Longo,Chácara Inglesa,57,2,1,Apartamento,3800,4747
Avenida Rio de Janeiro,Vila Bremen,49,2,1,Apartamento,1170,1614
Avenida Valdemar Ferreira,Butantã,74,2,1,Apartamento,3000,4224
Avenida Muzambinho,Vila Fachini,46,1,0,Casa,1155,1279
Rua São Procópio,Vila Califórnia,25,1,0,Casa,680,730
Rua Dom Valentim,Jardim Colombo,70,2,3,Casa,2590,2723
Rua Amadis,Ipiranga,34,1,0,Apartamento,1600,1621
Avenida Bartholomeu de Carlos,Jardim Flor da Montanha,87,2,1,Apartamento,3600,4773
R. Bela Cintra,Consolação,51,2,1,Apartamento,4500,5291
Rua da Consolação,Consolação,35,1,1,Studio e kitnet,3200,3830
"R. Evans, São Paulo - Sp, 03648-020, Brasil",Vila Matilde,50,2,0,Apartamento,1800,2019
Rua das Palmeiras,Vila Buarque,45,2,1,Apartamento,2000,2721
Rua Fortuna de Minas,Jardim Arize,250,3,2,Casa,4000,4170
Rua Alexandre Farnésio,Parque Maria Luiza,50,1,0,Casa,1160,1210
Avenida Interlagos,Jardim Umuarama,75,3,2,Apartamento,1790,2712
Praça Júlio Mesquita,Santa Efigênia,42,1,0,Studio e kitnet,1120,1547
Rua Doutor Vital Brasil,Vila Santa Luzia,60,1,0,Casa,850,937
Rua Maracaí,Aclimação,45,1,1,Apartamento,2749,4005
Rua Eduardo Ferreira Franca,Cursino,50,1,0,Casa em condomínio,1287,1411
Rua Visconde de Parnaíba,Brás,28,1,0,Studio e kitnet,2130,2512
Rua São Bernardo,Cidade Mãe do Céu,50,2,1,Apartamento,2600,2633
Rua Diana,Perdizes,126,3,2,Apartamento,4944,6763
Rua Neuchatel,Suísso,62,2,1,Apartamento,3000,3407
Rua Gregório Lopes,Parque Mandaqui,130,3,3,Casa,4100,4358
Rua Fernando de Noronha,Chácara Inglesa,68,2,1,Apartamento,2184,3007
Rua General Izidoro Dias Lopes,Paulicéia,72,2,0,Casa,1310,1399
Rua Major Freire,Vila Monte Alegre,48,1,0,Apartamento,2125,2652
Rua Barão de Melgaço,Real Parque,70,2,1,Apartamento,2008,3194
Rua Brigadeiro Godinho dos Santos,Vila Pirituba,50,2,0,Apartamento,3330,4401
Rua Maratona,Vila Alexandria,70,3,1,Apartamento,2800,4210
Avenida Rouxinol,Indianópolis,66,2,1,Apartamento,4830,6127
Rua Justino Paixão,Mauá,87,3,2,Apartamento,4950,5841
Avenida São João,República,56,1,0,Apartamento,1200,1795
Rua Jaceguai,Bela Vista,35,1,0,Apartamento,2200,2284
Rua Doutor Luís Barreto,Bela Vista,39,1,0,Apartamento,1300,1823
Rua Marilisa,Vila Marina,30,1,0,Studio e kitnet,759,788
Rua Clímaco Barbosa,Cambuci,78,3,1,Apartamento,2231,3137
Avenida Brigadeiro Luís Antônio,Centro Histórico de São Paulo,58,1,1,Apartamento,5000,5747
Rua Líbero Badaró,Paulicéia,171,3,3,Casa,2340,2537
Avenida Coronel Sezefredo Fagundes,Tucuruvi,55,2,0,Apartamento,1700,2331
Rua Antônio Gomes,Vila Santo Antônio,115,3,2,Apartamento,6000,7174
Rua Azevedo Macedo,Vila Mariana,30,1,0,Studio e kitnet,3500,4219
Rua Doutor Fábio Montenegro,Vila Guilhermina,40,1,0,Apartamento,1750,2128
Rua Antônio Pinto do Rêgo Freitas,Jardim Boa Vista (zona Oeste),130,6,3,Studio e kitnet,3000,3200
Rua Vinte E Dois de Agosto,Vila Bela Vista (zona Norte),48,2,1,Apartamento,3104,3524
Avenida Doutor José Higino,Vila Oratório,85,2,0,Apartamento,1900,2650
Rua Xingu,Vila Valparaiso,58,2,1,Apartamento,1990,2462
Rua Nícola Nicodemo,Vila Celeste,45,1,0,Casa,908,977
Alameda Mauro Zelante,Jardim Caner,63,3,1,Apartamento,2300,3031
